order_id,customer_id,product_id,category,quantity,price,order_date,country,payment_method,revenue
101163,1316,266,Sports,2,171.17,26-12-2023,Germany,Card,342.34
101164,1021,282,Clothing,2,267.29,29-12-2023,Canada,UPI,534.58
101165,1404,202,Electronics,3,330.87,20-03-2023,Australia,Card,992.61
101166,1325,381,Electronics,3,44.34,25-03-2023,UK,UPI,133.02
101167,1000,263,Sports,4,249.57,21-06-2023,UK,UPI,998.28
101168,1132,239,Books,3,183.49,31-07-2023,Canada,Card,550.47
101169,1232,258,Home,4,436.87,29-05-2023,Germany,PayPal,1747.48
101170,1011,382,Sports,3,438.96,10-01-2023,Germany,PayPal,1316.88
101171,1345,261,Books,3,351.89,30-01-2023,Canada,UPI,1055.67
101172,1045,331,Books,2,329.58,07-10-2023,Canada,PayPal,659.16
101173,1033,259,Clothing,2,368.18,24-02-2023,India,UPI,736.36
101174,1432,315,Clothing,2,186.16,26-12-2023,Germany,NetBanking,372.32
101175,1077,274,Electronics,2,205.24,07-05-2023,USA,NetBanking,410.48
101176,1217,321,Electronics,1,279.08,29-06-2023,UK,NetBanking,279.08
101177,1300,306,Home,2,469.32,20-08-2023,Germany,PayPal,938.64
101178,1410,295,Home,1,363.38,03-04-2023,Canada,PayPal,363.38
101179,1072,290,Home,2,277.74,08-01-2023,USA,Card,555.48
101180,1281,357,Home,3,386.35,04-09-2023,India,PayPal,1159.05
101181,1248,329,Books,4,188.59,27-11-2023,Australia,UPI,754.36
101182,1046,261,Books,3,366.58,15-07-2023,India,Card,1099.74
101183,1120,248,Electronics,3,208.28,12-06-2023,USA,PayPal,624.84
101184,1213,336,Clothing,1,143.43,09-02-2023,USA,Card,143.43
101185,1238,291,Clothing,2,306.81,11-09-2023,Canada,PayPal,613.62
101186,1055,358,Sports,4,345,26-03-2023,Australia,UPI,1380
101187,1349,323,Books,4,232.35,29-09-2023,Canada,NetBanking,929.4
101188,1106,260,Home,2,284.92,19-03-2023,UK,NetBanking,569.84
101189,1318,247,Home,1,348.56,01-08-2023,Australia,UPI,348.56
101190,1047,352,Sports,1,385.02,31-10-2023,Australia,Card,385.02
101191,1060,363,Clothing,1,448.31,12-09-2023,UK,NetBanking,448.31
101192,1336,335,Home,4,180.5,01-04-2023,India,PayPal,722
101193,1025,257,Clothing,1,475.98,12-07-2023,USA,PayPal,475.98
101194,1291,300,Sports,1,320.45,10-09-2023,India,Card,320.45
101195,1256,311,Clothing,4,394.91,05-10-2023,Canada,Card,1579.64
101196,1007,372,Clothing,4,351.39,23-05-2023,Germany,UPI,1405.56
101197,1112,261,Clothing,3,106.76,01-09-2023,Canada,NetBanking,320.28
101198,1354,238,Home,4,40.36,31-07-2023,Germany,Card,161.44
101199,1252,257,Electronics,2,364.51,14-07-2023,USA,NetBanking,729.02
101200,1179,298,Books,4,257.97,27-09-2023,USA,NetBanking,1031.88
101201,1206,391,Clothing,4,352.6,25-11-2023,Australia,PayPal,1410.4
101202,1302,243,Clothing,1,241.04,19-01-2023,USA,Card,241.04
101203,1126,228,Clothing,3,159.56,09-02-2023,UK,UPI,478.68
101204,1055,258,Electronics,1,146.08,08-04-2023,UK,Card,146.08
101205,1213,270,Sports,3,366.61,04-01-2023,Germany,NetBanking,1099.83
101206,1013,291,Home,1,142.01,02-02-2023,India,PayPal,142.01
101207,1473,208,Electronics,2,358.77,26-10-2023,Australia,Card,717.54
101208,1027,326,Clothing,1,195.06,14-06-2023,India,Card,195.06
101209,1470,333,Electronics,1,386.59,27-01-2023,Germany,Card,386.59
101210,1077,356,Electronics,2,75.69,22-06-2023,UK,UPI,151.38
101211,1215,385,Electronics,2,106.47,03-12-2023,Canada,UPI,212.94
101212,1385,344,Sports,4,344.53,23-04-2023,Australia,UPI,1378.12
101213,1364,343,Books,1,282.31,05-04-2023,Germany,UPI,282.31
101214,1153,330,Home,2,105.92,15-11-2023,India,PayPal,211.84
101215,1013,220,Sports,2,451.9,21-08-2023,Germany,PayPal,903.8
101216,1186,263,Sports,4,141.59,14-05-2023,Germany,UPI,566.36
101217,1311,289,Books,3,213.43,04-05-2023,USA,NetBanking,640.29
101218,1370,235,Sports,2,105.13,17-12-2023,UK,UPI,210.26
101219,1006,261,Electronics,2,197.07,19-11-2023,Australia,UPI,394.14
101220,1002,369,Electronics,1,248.37,19-12-2023,USA,NetBanking,248.37
101221,1110,275,Clothing,4,151.15,26-04-2023,UK,Card,604.6
101222,1406,369,Sports,1,385.7,13-01-2023,Germany,NetBanking,385.7
101223,1237,388,Clothing,3,200,16-11-2023,UK,NetBanking,600
101224,1362,212,Home,4,366.11,14-06-2023,India,PayPal,1464.44
101225,1238,210,Electronics,1,107.5,27-07-2023,Australia,Card,107.5
101226,1492,253,Home,2,191.63,26-03-2023,USA,NetBanking,383.26
101227,1273,215,Books,2,8.99,05-09-2023,Australia,UPI,17.98
101228,1293,207,Electronics,4,380.53,25-02-2023,Germany,NetBanking,1522.12
101229,1226,303,Home,2,314.81,21-06-2023,India,PayPal,629.62
101230,1370,258,Books,1,409.82,21-05-2023,UK,NetBanking,409.82
101231,1014,256,Home,4,230.53,12-05-2023,UK,UPI,922.12
101232,1191,239,Books,2,400.87,20-07-2023,India,Card,801.74
101233,1472,386,Books,2,325.55,16-10-2023,UK,PayPal,651.1
101234,1118,329,Electronics,3,6.79,05-11-2023,USA,Card,20.37
101235,1484,293,Clothing,3,130.58,23-12-2023,Canada,PayPal,391.74
101236,1027,337,Books,4,249.48,11-12-2023,UK,UPI,997.92
101237,1201,243,Books,3,311.25,28-06-2023,Germany,PayPal,933.75
101238,1038,338,Electronics,1,37.47,29-01-2023,UK,Card,37.47
101239,1440,279,Clothing,2,354.01,03-11-2023,Australia,Card,708.02
101240,1272,280,Sports,2,274.05,02-11-2023,Germany,NetBanking,548.1
101241,1230,201,Sports,2,265.26,05-02-2023,UK,Card,530.52
101242,1085,377,Clothing,4,149.56,19-04-2023,UK,NetBanking,598.24
101243,1473,339,Home,4,299.44,12-11-2023,Germany,Card,1197.76
101244,1125,314,Electronics,3,18.61,26-05-2023,USA,NetBanking,55.83
101245,1299,289,Clothing,2,37.03,03-10-2023,Canada,UPI,74.06
101246,1024,222,Sports,2,368.27,26-05-2023,Canada,NetBanking,736.54
101247,1144,345,Books,2,164.34,17-06-2023,USA,Card,328.68
101248,1012,261,Sports,2,176.75,14-09-2023,UK,UPI,353.5
101249,1211,312,Books,2,108.15,02-10-2023,Canada,PayPal,216.3
101250,1024,327,Electronics,1,225.58,28-03-2023,USA,Card,225.58
101251,1067,261,Books,2,30.74,03-06-2023,USA,NetBanking,61.48
101252,1393,237,Clothing,1,153.68,12-10-2023,Canada,PayPal,153.68
101253,1066,394,Books,2,265.93,11-11-2023,Germany,NetBanking,531.86
101254,1232,365,Home,4,235.49,15-11-2023,India,PayPal,941.96
101255,1108,394,Clothing,4,499.84,08-04-2023,Germany,UPI,1999.36
101256,1145,260,Electronics,1,197.44,30-07-2023,UK,Card,197.44
101257,1110,328,Clothing,2,196.56,17-02-2023,Germany,UPI,393.12
101258,1227,372,Home,4,254.27,14-11-2023,Australia,Card,1017.08
101259,1110,355,Electronics,4,99.2,01-10-2023,India,PayPal,396.8
101260,1469,348,Sports,2,438.77,13-07-2023,India,UPI,877.54
101261,1033,321,Home,2,288.27,09-09-2023,USA,Card,576.54
101262,1110,309,Electronics,4,100.09,10-10-2023,Australia,PayPal,400.36
101263,1263,212,Books,2,397.75,19-09-2023,UK,UPI,795.5
101264,1423,354,Clothing,3,21.99,19-09-2023,USA,UPI,65.97
101265,1368,299,Electronics,2,491.37,31-01-2023,Germany,UPI,982.74
101266,1235,334,Clothing,4,433.25,15-04-2023,Germany,UPI,1733
101267,1082,221,Books,4,291.92,16-12-2023,Canada,NetBanking,1167.68
101268,1041,273,Electronics,1,60.09,08-11-2023,USA,PayPal,60.09
101269,1424,380,Sports,3,111.56,18-06-2023,Australia,NetBanking,334.68
101270,1100,331,Home,4,143.32,24-08-2023,USA,PayPal,573.28
101271,1005,222,Electronics,3,124.31,01-10-2023,USA,PayPal,372.93
101272,1179,318,Books,2,251.27,09-12-2023,USA,PayPal,502.54
101273,1281,269,Electronics,4,472.56,18-08-2023,India,Card,1890.24
101274,1319,283,Clothing,1,224.87,23-01-2023,Canada,PayPal,224.87
101275,1225,300,Electronics,4,332.47,13-06-2023,UK,UPI,1329.88
101276,1442,283,Sports,1,345.85,08-10-2023,UK,NetBanking,345.85
101277,1439,360,Electronics,3,436.43,07-01-2023,UK,UPI,1309.29
101278,1314,227,Home,1,21.74,29-07-2023,India,UPI,21.74
101279,1364,335,Electronics,2,205.14,10-09-2023,Canada,NetBanking,410.28
101280,1453,200,Clothing,2,393.44,13-05-2023,Australia,UPI,786.88
101281,1228,364,Electronics,2,408.36,01-10-2023,Canada,Card,816.72
101282,1376,262,Sports,4,464.03,16-04-2023,India,UPI,1856.12
101283,1288,221,Books,2,352.88,20-08-2023,Australia,UPI,705.76
101284,1436,269,Electronics,2,126.35,02-02-2023,USA,NetBanking,252.7
101285,1149,324,Electronics,4,255.3,20-03-2023,Germany,UPI,1021.2
101286,1276,348,Home,3,21.01,04-02-2023,USA,NetBanking,63.03
101287,1197,295,Sports,2,325.23,20-04-2023,UK,PayPal,650.46
101288,1069,362,Books,2,279.38,17-11-2023,USA,PayPal,558.76
101289,1111,278,Clothing,4,335.08,04-03-2023,India,Card,1340.32
101290,1003,204,Electronics,3,465.42,24-11-2023,UK,NetBanking,1396.26
101291,1349,259,Books,3,345.2,24-10-2023,Germany,NetBanking,1035.6
101292,1330,319,Clothing,3,163.62,27-06-2023,Australia,NetBanking,490.86
101293,1445,245,Sports,4,103.37,30-12-2023,Australia,Card,413.48
101294,1317,377,Sports,1,428.04,20-08-2023,UK,Card,428.04
101295,1349,375,Books,1,101.19,14-04-2023,USA,UPI,101.19
101296,1094,333,Clothing,2,85,21-10-2023,Canada,NetBanking,170
101297,1151,255,Sports,2,107.27,04-02-2023,Canada,Card,214.54
101298,1310,309,Books,2,256.88,13-07-2023,Australia,PayPal,513.76
101299,1136,386,Sports,1,66.47,23-06-2023,Canada,PayPal,66.47
101300,1246,356,Sports,4,469.37,12-04-2023,UK,NetBanking,1877.48
101301,1386,398,Sports,2,483.3,20-11-2023,Canada,PayPal,966.6
101302,1242,303,Home,4,487.03,20-10-2023,India,UPI,1948.12
101303,1030,276,Clothing,2,24.37,26-03-2023,Australia,UPI,48.74
101304,1039,345,Books,4,473.37,20-07-2023,Germany,NetBanking,1893.48
101305,1228,201,Books,4,498.72,22-06-2023,Canada,Card,1994.88
101306,1035,207,Clothing,1,471.5,29-01-2023,India,Card,471.5
101307,1407,274,Clothing,4,337.11,24-10-2023,India,Card,1348.44
101308,1222,381,Clothing,3,352.11,25-02-2023,UK,Card,1056.33
101309,1005,324,Clothing,1,65.52,16-01-2023,Australia,NetBanking,65.52
101310,1321,237,Electronics,2,437.78,20-05-2023,UK,UPI,875.56
101311,1467,375,Books,1,34.52,07-03-2023,Germany,NetBanking,34.52
101312,1219,226,Electronics,3,162.28,27-05-2023,Germany,NetBanking,486.84
101313,1074,219,Sports,3,495.62,07-06-2023,USA,PayPal,1486.86
101314,1003,339,Sports,4,214.05,10-03-2023,Germany,UPI,856.2
101315,1334,242,Books,3,69.92,23-01-2023,Australia,Card,209.76
101316,1133,388,Sports,3,484.8,09-07-2023,Australia,UPI,1454.4
101317,1117,230,Clothing,3,492.15,05-09-2023,UK,PayPal,1476.45
101318,1368,290,Electronics,3,97.59,05-11-2023,India,NetBanking,292.77
101319,1093,260,Clothing,2,433.08,25-05-2023,USA,UPI,866.16
101320,1485,394,Sports,2,198.26,01-11-2023,Germany,PayPal,396.52
101321,1434,308,Electronics,1,193.78,26-06-2023,India,NetBanking,193.78
101322,1061,290,Clothing,4,135.04,14-07-2023,UK,Card,540.16
101323,1440,362,Books,2,27.13,13-01-2023,Canada,UPI,54.26
101324,1193,294,Clothing,3,137.66,30-12-2023,USA,Card,412.98
101325,1334,342,Sports,4,31.62,15-06-2023,Australia,Card,126.48
101326,1202,343,Electronics,2,462.56,30-05-2023,India,PayPal,925.12
101327,1391,212,Books,1,332.55,07-12-2023,UK,PayPal,332.55
101328,1025,312,Electronics,3,443.88,14-02-2023,UK,NetBanking,1331.64
101329,1434,234,Books,4,360.06,23-06-2023,USA,Card,1440.24
101330,1172,386,Electronics,2,69.99,16-06-2023,USA,PayPal,139.98
101331,1299,348,Sports,4,470.59,16-07-2023,Germany,PayPal,1882.36
101332,1132,381,Books,2,450.45,25-07-2023,Germany,Card,900.9
101333,1325,357,Home,1,177.3,23-03-2023,Australia,NetBanking,177.3
101334,1409,247,Electronics,3,60.21,09-03-2023,Australia,Card,180.63
101335,1117,234,Electronics,1,353.56,07-04-2023,USA,NetBanking,353.56
101336,1323,285,Clothing,3,365.54,16-06-2023,USA,NetBanking,1096.62
101337,1274,365,Books,3,448.93,18-03-2023,India,PayPal,1346.79
101338,1211,358,Home,4,31.06,25-08-2023,Germany,Card,124.24
101339,1224,351,Sports,2,75.14,15-07-2023,UK,Card,150.28
101340,1019,313,Clothing,1,301.13,18-10-2023,Germany,PayPal,301.13
101341,1112,376,Home,1,311.47,16-05-2023,Germany,UPI,311.47
101342,1139,299,Books,1,21.64,04-11-2023,USA,UPI,21.64
101343,1046,359,Home,4,201.48,23-10-2023,USA,Card,805.92
101344,1000,382,Electronics,4,294.16,05-02-2023,Germany,PayPal,1176.64
101345,1089,385,Electronics,4,370.27,05-09-2023,Canada,NetBanking,1481.08
101346,1141,298,Clothing,3,161.49,11-09-2023,Canada,NetBanking,484.47
101347,1319,202,Books,1,244.53,02-08-2023,Australia,Card,244.53
101348,1037,396,Books,3,407.96,09-09-2023,Germany,PayPal,1223.88
101349,1292,284,Home,1,477.18,11-03-2023,Canada,Card,477.18
101350,1381,324,Clothing,1,119.01,22-08-2023,Australia,Card,119.01
101351,1138,337,Books,2,130.26,25-11-2023,Australia,PayPal,260.52
101352,1355,282,Electronics,1,470.21,16-01-2023,Germany,Card,470.21
101353,1332,224,Home,4,200.98,23-06-2023,Australia,NetBanking,803.92
101354,1490,267,Sports,4,360.58,06-07-2023,USA,UPI,1442.32
101355,1258,260,Electronics,4,308.07,21-10-2023,USA,NetBanking,1232.28
101356,1160,228,Clothing,2,146.37,13-08-2023,USA,UPI,292.74
101357,1389,326,Books,2,328.51,01-10-2023,UK,PayPal,657.02
101358,1177,218,Electronics,3,329.51,12-01-2023,USA,Card,988.53
101359,1009,370,Sports,1,298.26,06-11-2023,USA,UPI,298.26
101360,1260,393,Sports,1,54.33,07-08-2023,Germany,PayPal,54.33
101361,1406,273,Clothing,4,497.61,01-01-2023,Canada,PayPal,1990.44
101362,1137,260,Electronics,4,203.21,21-04-2023,Canada,PayPal,812.84
101363,1171,370,Home,4,320.93,04-10-2023,USA,NetBanking,1283.72
101364,1385,352,Electronics,4,443.45,09-05-2023,USA,NetBanking,1773.8
101365,1012,219,Sports,4,214.53,03-04-2023,USA,UPI,858.12
101366,1167,247,Clothing,4,388.09,08-02-2023,Australia,UPI,1552.36
101367,1129,286,Clothing,1,486.05,12-11-2023,Germany,NetBanking,486.05
101368,1083,351,Home,2,182.67,08-06-2023,Germany,UPI,365.34
101369,1320,338,Clothing,4,205.61,05-07-2023,Germany,UPI,822.44
101370,1318,309,Clothing,1,453.26,19-12-2023,Canada,Card,453.26
101371,1100,382,Clothing,4,84.02,13-09-2023,UK,UPI,336.08
101372,1328,227,Clothing,3,19.15,27-08-2023,Canada,PayPal,57.45
101373,1272,396,Clothing,3,454.9,14-04-2023,Germany,Card,1364.7
101374,1264,390,Sports,1,411.69,29-01-2023,India,UPI,411.69
101375,1458,258,Electronics,2,486.43,30-03-2023,UK,Card,972.86
101376,1398,332,Books,3,33.83,20-02-2023,USA,PayPal,101.49
101377,1407,250,Clothing,3,82.31,30-12-2023,Australia,UPI,246.93
101378,1037,348,Books,2,57.13,27-05-2023,Canada,Card,114.26
101379,1418,211,Books,3,343.29,10-11-2023,Australia,UPI,1029.87
101380,1093,249,Sports,4,304.97,05-02-2023,UK,Card,1219.88
101381,1094,331,Clothing,2,182.87,11-10-2023,India,Card,365.74
101382,1304,312,Books,3,33.42,11-04-2023,UK,PayPal,100.26
101383,1068,369,Clothing,2,321.63,17-04-2023,Canada,PayPal,643.26
101384,1317,365,Home,4,287.21,11-12-2023,Germany,UPI,1148.84
101385,1443,352,Home,3,60.89,18-10-2023,USA,NetBanking,182.67
101386,1235,213,Home,1,454.91,15-12-2023,Germany,UPI,454.91
101387,1433,231,Books,3,103.48,15-04-2023,Germany,Card,310.44
101388,1333,338,Home,3,373.04,09-08-2023,Canada,PayPal,1119.12
101389,1372,388,Sports,4,443.11,17-03-2023,Germany,PayPal,1772.44
101390,1375,345,Sports,1,291.84,15-08-2023,Germany,Card,291.84
101391,1458,354,Books,1,127.19,25-03-2023,Canada,NetBanking,127.19
101392,1136,254,Clothing,1,158.08,17-03-2023,Canada,PayPal,158.08
101393,1417,381,Electronics,4,443.45,06-09-2023,India,NetBanking,1773.8
101394,1075,319,Clothing,4,152.64,12-09-2023,Germany,PayPal,610.56
101395,1482,274,Clothing,4,374.36,19-02-2023,UK,Card,1497.44
101396,1034,220,Clothing,4,495.13,22-12-2023,USA,UPI,1980.52
101397,1000,371,Clothing,4,499.91,29-07-2023,Australia,UPI,1999.64
101398,1295,332,Electronics,1,269.07,07-06-2023,USA,NetBanking,269.07
101399,1319,286,Home,2,414.15,24-11-2023,Canada,UPI,828.3
101400,1405,368,Clothing,4,495.17,21-08-2023,Australia,Card,1980.68
101401,1059,258,Sports,2,190.46,18-03-2023,Canada,UPI,380.92
101402,1319,288,Books,3,129.94,11-08-2023,India,NetBanking,389.82
101403,1348,381,Books,3,61.55,01-05-2023,Germany,Card,184.65
101404,1327,349,Sports,4,74.75,06-11-2023,Canada,Card,299
101405,1266,282,Clothing,3,427.51,23-11-2023,Canada,PayPal,1282.53
101406,1360,264,Electronics,2,296.42,07-12-2023,USA,PayPal,592.84
101407,1228,263,Home,3,437.49,24-12-2023,Germany,UPI,1312.47
101408,1269,270,Books,3,395.78,17-04-2023,India,NetBanking,1187.34
101409,1315,203,Home,2,338.5,29-08-2023,Canada,Card,677
101410,1285,392,Electronics,3,306.61,28-01-2023,Canada,UPI,919.83
101411,1290,342,Books,4,28.93,11-07-2023,Canada,UPI,115.72
101412,1212,303,Home,2,436.78,06-09-2023,USA,PayPal,873.56
101413,1164,349,Electronics,2,211.83,30-12-2023,Canada,UPI,423.66
101414,1004,374,Home,1,282.09,01-08-2023,Canada,UPI,282.09
101415,1338,292,Clothing,1,15.87,21-01-2023,USA,PayPal,15.87
101416,1378,373,Electronics,2,468.36,04-06-2023,Canada,UPI,936.72
101417,1077,341,Home,2,451.86,27-01-2023,Germany,UPI,903.72
101418,1409,377,Clothing,1,273.92,18-03-2023,Germany,Card,273.92
101419,1061,347,Clothing,4,290.77,02-11-2023,USA,UPI,1163.08
101420,1131,377,Electronics,3,353.98,26-02-2023,Germany,PayPal,1061.94
101421,1088,311,Sports,3,136.02,29-04-2023,Australia,PayPal,408.06
101422,1236,360,Books,3,114.85,14-06-2023,Australia,Card,344.55
101423,1041,318,Electronics,2,338.64,05-03-2023,Australia,PayPal,677.28
101424,1088,258,Clothing,4,56.69,17-02-2023,India,PayPal,226.76
101425,1401,242,Clothing,1,229.76,30-05-2023,Canada,PayPal,229.76
101426,1295,211,Electronics,4,248.92,07-06-2023,India,UPI,995.68
101427,1327,239,Sports,4,193.76,05-06-2023,Germany,Card,775.04
101428,1294,317,Books,3,96.71,31-05-2023,USA,NetBanking,290.13
101429,1103,219,Home,1,180.88,13-08-2023,Australia,Card,180.88
101430,1013,365,Electronics,4,172.09,17-09-2023,USA,Card,688.36
101431,1287,330,Books,1,252.14,13-09-2023,India,Card,252.14
101432,1178,355,Books,2,338.97,02-03-2023,Germany,NetBanking,677.94
101433,1124,383,Clothing,3,484.28,18-12-2023,Canada,NetBanking,1452.84
101434,1421,289,Home,1,76.36,17-09-2023,Germany,PayPal,76.36
101435,1352,293,Electronics,2,437.14,17-11-2023,Australia,UPI,874.28
101436,1022,212,Clothing,2,145.67,11-06-2023,Germany,PayPal,291.34
101437,1062,265,Clothing,2,297.73,15-12-2023,USA,PayPal,595.46
101438,1142,236,Sports,4,275.63,31-01-2023,UK,NetBanking,1102.52
101439,1480,376,Books,4,280.69,12-03-2023,Australia,PayPal,1122.76
101440,1152,265,Electronics,3,363.06,02-01-2023,Canada,PayPal,1089.18
101441,1144,235,Electronics,3,193.94,19-02-2023,Australia,NetBanking,581.82
101442,1224,381,Electronics,2,162.95,15-05-2023,Australia,Card,325.9
101443,1494,225,Clothing,3,427.15,26-05-2023,Canada,Card,1281.45
101444,1449,274,Sports,4,113.95,28-06-2023,Australia,NetBanking,455.8
101445,1461,399,Home,3,94.22,21-09-2023,USA,UPI,282.66
101446,1308,307,Clothing,1,12.73,07-11-2023,Germany,PayPal,12.73
101447,1103,367,Home,4,109.24,23-07-2023,USA,Card,436.96
101448,1103,242,Sports,2,261.67,26-10-2023,Germany,NetBanking,523.34
101449,1434,349,Books,2,271.56,06-07-2023,UK,UPI,543.12
101450,1038,347,Electronics,3,130.94,30-01-2023,Australia,PayPal,392.82
101451,1434,207,Home,4,40.78,28-02-2023,UK,NetBanking,163.12
101452,1197,228,Clothing,2,373.6,09-01-2023,India,NetBanking,747.2
101453,1133,239,Home,2,380.2,20-11-2023,Germany,NetBanking,760.4
101454,1066,357,Books,4,498.93,16-06-2023,USA,PayPal,1995.72
101455,1390,327,Electronics,4,450.51,03-12-2023,USA,Card,1802.04
101456,1178,283,Home,2,463.4,06-10-2023,Australia,PayPal,926.8
101457,1455,315,Books,3,400.11,10-07-2023,USA,PayPal,1200.33
101458,1041,382,Clothing,3,309.67,30-08-2023,India,Card,929.01
101459,1447,343,Sports,3,68.63,05-10-2023,Canada,NetBanking,205.89
101460,1499,373,Clothing,1,313.05,03-06-2023,USA,UPI,313.05
101461,1014,261,Electronics,4,32.7,09-06-2023,Australia,UPI,130.8
101462,1110,206,Clothing,2,443.22,22-09-2023,UK,Card,886.44
101463,1156,244,Clothing,1,243.5,23-08-2023,USA,Card,243.5
101464,1288,386,Clothing,3,350.25,12-12-2023,USA,NetBanking,1050.75
101465,1499,383,Clothing,1,30.86,18-07-2023,USA,UPI,30.86
101466,1477,375,Electronics,2,269.45,02-02-2023,Australia,UPI,538.9
101467,1230,354,Books,2,154.13,30-03-2023,Canada,NetBanking,308.26
101468,1410,380,Home,4,146.06,05-04-2023,USA,Card,584.24
101469,1419,287,Sports,3,197.88,09-08-2023,Canada,Card,593.64
101470,1156,272,Home,3,5.32,10-03-2023,Canada,NetBanking,15.96
101471,1037,362,Home,1,236,21-10-2023,India,Card,236
101472,1440,378,Sports,3,245.85,25-08-2023,UK,PayPal,737.55
101473,1096,236,Electronics,1,432.25,09-06-2023,USA,Card,432.25
101474,1484,318,Sports,2,227.02,16-11-2023,USA,PayPal,454.04
101475,1410,256,Electronics,2,184.96,24-11-2023,USA,UPI,369.92
101476,1438,207,Home,2,497.4,03-10-2023,Canada,UPI,994.8
101477,1288,294,Electronics,2,287.75,17-10-2023,Germany,Card,575.5
101478,1253,316,Books,2,238.94,11-02-2023,UK,NetBanking,477.88
101479,1195,309,Sports,1,250.49,07-03-2023,Australia,Card,250.49
101480,1085,219,Books,2,405.54,21-01-2023,USA,NetBanking,811.08
101481,1321,323,Home,1,173.63,01-12-2023,Germany,UPI,173.63
101482,1009,252,Sports,2,197.63,11-03-2023,Germany,UPI,395.26
101483,1004,318,Home,1,379.16,18-09-2023,Germany,UPI,379.16
101484,1122,211,Books,1,41.13,03-09-2023,UK,NetBanking,41.13
101485,1329,376,Home,1,433.26,19-11-2023,Germany,NetBanking,433.26
101486,1352,216,Sports,3,217.95,23-08-2023,Australia,UPI,653.85
101487,1117,263,Sports,1,292.74,29-09-2023,USA,Card,292.74
101488,1293,241,Home,1,379.95,09-04-2023,Australia,NetBanking,379.95
101489,1396,293,Sports,2,136.7,25-11-2023,USA,PayPal,273.4
101490,1158,356,Sports,1,445.71,04-02-2023,India,UPI,445.71
101491,1302,346,Home,1,489.72,05-12-2023,Canada,NetBanking,489.72
101492,1227,210,Books,4,249.67,20-06-2023,Germany,UPI,998.68
101493,1364,297,Sports,3,468.78,20-04-2023,Australia,PayPal,1406.34
101494,1215,377,Sports,4,5.56,22-10-2023,Canada,Card,22.24
101495,1435,270,Sports,2,447.65,10-01-2023,Canada,PayPal,895.3
101496,1183,307,Sports,3,158.97,21-07-2023,Canada,Card,476.91
101497,1014,257,Home,3,159.19,14-09-2023,Canada,Card,477.57
101498,1156,233,Books,4,117.9,19-09-2023,Canada,NetBanking,471.6
101499,1135,219,Books,3,161.92,30-06-2023,USA,Card,485.76
101500,1260,249,Electronics,4,110.67,07-03-2023,UK,Card,442.68
101501,1156,301,Sports,1,453.41,21-10-2023,Germany,Card,453.41
101502,1046,337,Sports,4,450.02,10-06-2023,Germany,UPI,1800.08
101503,1323,359,Electronics,3,55.59,08-03-2023,USA,NetBanking,166.77
101504,1331,251,Books,3,75.71,10-04-2023,Australia,NetBanking,227.13
101505,1172,214,Clothing,2,431.7,18-03-2023,USA,Card,863.4
101506,1129,283,Clothing,2,202.47,04-02-2023,Canada,UPI,404.94
101507,1410,330,Books,2,88.79,14-02-2023,UK,Card,177.58
101508,1094,236,Sports,2,257.78,30-05-2023,Germany,NetBanking,515.56
101509,1114,325,Clothing,3,211.25,09-03-2023,Australia,NetBanking,633.75
101510,1242,239,Home,2,113.48,11-09-2023,India,NetBanking,226.96
101511,1419,271,Home,4,361.77,17-01-2023,USA,NetBanking,1447.08
101512,1291,239,Electronics,1,317.49,18-09-2023,India,UPI,317.49
101513,1281,255,Books,3,54.33,01-08-2023,Germany,PayPal,162.99
101514,1298,350,Books,2,463.07,09-11-2023,USA,PayPal,926.14
101515,1282,303,Clothing,3,281.44,13-09-2023,Germany,UPI,844.32
101516,1068,338,Sports,2,128.85,04-08-2023,USA,Card,257.7
101517,1147,309,Books,3,107.11,17-12-2023,Australia,NetBanking,321.33
101518,1010,391,Clothing,2,72.29,13-10-2023,Germany,NetBanking,144.58
101519,1253,335,Clothing,1,215.2,07-01-2023,India,NetBanking,215.2
101520,1329,292,Books,2,72.09,18-07-2023,UK,UPI,144.18
101521,1359,293,Clothing,4,210.83,01-04-2023,Australia,UPI,843.32
101522,1037,255,Electronics,3,78.64,27-05-2023,Australia,NetBanking,235.92
101523,1133,259,Electronics,3,330.12,30-05-2023,USA,NetBanking,990.36
101524,1199,337,Books,4,393.69,21-02-2023,India,Card,1574.76
101525,1022,238,Sports,4,277.01,31-08-2023,Germany,PayPal,1108.04
101526,1302,227,Electronics,1,341.63,07-08-2023,India,UPI,341.63
101527,1345,248,Electronics,3,469.5,06-01-2023,Australia,PayPal,1408.5
101528,1301,363,Books,1,320.99,19-04-2023,USA,NetBanking,320.99
101529,1362,324,Home,3,185.26,17-12-2023,India,PayPal,555.78
101530,1395,212,Clothing,3,227.49,07-03-2023,Germany,PayPal,682.47
101531,1217,235,Electronics,1,430.96,10-01-2023,Canada,UPI,430.96
101532,1140,300,Home,3,69.71,21-07-2023,Australia,UPI,209.13
101533,1103,225,Sports,3,166.24,09-10-2023,UK,Card,498.72
101534,1445,285,Home,1,290.75,02-08-2023,UK,NetBanking,290.75
101535,1209,203,Books,2,339.81,09-03-2023,Australia,Card,679.62
101536,1472,281,Sports,1,382.93,04-09-2023,Canada,UPI,382.93
101537,1480,391,Sports,3,162.51,20-12-2023,USA,Card,487.53
101538,1110,365,Home,4,77.2,23-11-2023,India,PayPal,308.8
